AATFBF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2TBF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B1BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TARDBPBF	TBRG4BF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
FMR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0877734244626864	0	0	0	0	0	0	0	0	7.27998351688897	0	0	0.037035180254593	0.855099051858224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122057621775044	0
FTO	0	0	0	0	0	0.0900406044741427	0	0.059956543027744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42085120673698	0	0	0.242035771808835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096756923940046	0	0	0	0	0	0.0491236044349911	0
FUS	0	0	0	0	0.236676588944998	0	0	0	0	0	0	0.223021218652695	0	0	0	0.343307727294604	0	0	0	0	0	0	0	0	0	0	0	0	0.998253823525473	0	0	0	0	0	6.37522290413581	0	0	0	0.143116659759171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228721380990649	0	0	0	0	0.412886211421604	0	0	0	0	0	0	0	0.0231016666318071	0	0	0	0	0	0	0	0	0	0	0	0.414077428681311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191071354478525	0	0	0	0	0	0	0
FXR1	0	0	0	0	0	0	0	0	0	0	0	0	0.248514691206462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314382983299691	0	0	1.94602592928944	0.276853438026433	0	0	0.0467353161388549	0	0	0.272596620623811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268965137007331	0	0	0	0	0	0	0	0	0.088665167029099	0	0	0	0.234357523871616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0766627854276488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXR2	0	0.146636150267021	0	0	0	0.417173426126667	0	0.947516531213507	0	0.103676152181972	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16470189293327	0	0	0	0	0	0	0	0	0.920442388855894	0	0	0	16.0600496144975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661487608508847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00658414668098313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553213215755247	0	0	0	0	0	0	0	0	0	0	0	0.450477169319757	0
G3BP1	0	0	0	0	0	0.0900406044741427	0	0.0913703687847219	0	0	0	0	0	0	0	0	0.132881840310811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242035771808835	23.4968592993759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030961122327122	0	0.0390534952159761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293685718561133	0	0	0	0	0	0	0	-0.225694589724727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849641779270264	0	0	0	0	0	0	0	0	0	0	0.0479722084567441	0.10545714367342	0
GEMIN5	0.084259261684837	0	0	0	0.0187105450043859	0	0.0585586590869413	0	0	0	0	0.0557913725018933	0	4.41840588183989	0	0.670685848346069	0	0	0.179376615457971	0.0273035386651685	0	0	0.762602215681122	0	0	0	0	0	1.1328315410348	0	0	0	0	0	0	0	0	0	12.2174001365732	0	0	0	0	0	0	0	0	0	0	0.0113549427690338	0	0	0.362135664161194	0	0	0	0	0.05861095498329	0.353972307315542	0	0	0	0	0	0.579666057857899	0	0	0.0163304382858134	0	0.788794901481255	0	0	0	0	0.212688260429173	0	0	0.088665167029099	0	0	0	0	0	0	0	0	0	0	0.233299553888834	0.337956303858938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPKOW	0	0	0	0	0	0	0.0585586590869413	0.195707522119239	1.03381699064373	0	0	0	0	0	0	0	0	0	0	0	-0.0811486263904664	0	0	0.104032556691863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9352328977825	0	0	0.272596620623811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281285120243877	0	0	0	0	0	0	0	0	0	0.818012282964354	0	0	0	0	0	0	0	0	0.000456631813175662	0	0.155810765790247	0	0.236448253123988	0	0	0	0	0	0	0	0.337956303858938	0	0	0	0	0	0	0	0	0	0.537105636986138	0	0	0	0	0.258704756742051	0	0	0	0	0	0	0.298349222550304	0	0	0	0	0	0.189474072816071	0
GRSF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37389363295053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRWD1	-0.351499286297819	0	0	0	0	0	-0.542188885733413	0	0	0	0	-0.0647185876948088	0	0	0	0	0	0	0	0	-0.254256264347482	-0.354668265318468	-0.298046079478876	-0.639587040303968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.0882334729895	0	0	0	0	0	0	0	0	0	0	-0.0129762929608184	-0.352932467942264	0	0	0	0	0	-0.304001112203379	-0.327399283701156	0	0	-0.0462893302483228	0	0	0	-0.0163304382858134	0	-0.09293752226174	1.18540422102986	0	-0.0130957092336515	0	0.212688260429173	0	0	-0.0472460891660605	0	-0.155810765790247	0	-0.131575672604742	0	0	0	0	-0.530075561119541	0	0	-0.834736340350633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7938393249698	0	0	0	0	0	-0.102609983054854	0	0	0	0	1.01161468115822	0.475894256986944	0
GTF2F1	0	0	0	0	0	0	0	0	0	0	0	0.223021218652695	0.291858390552964	0.0855320454436202	0	0	0	0	0	0	0	0	0.298046079478876	0	0	0	0	0	0	0	0.328579117631462	0	0	0	0	0.037035180254593	0	0	0	0.289847305347935	0	0	5.18775394071667	0	0	0	0	0	0	0.21507697943797	0	0	0	0	0	0	0	0	0.267138515891468	0	0	0	0	0	0	0.117876678245343	0	0.167023363008201	0.825785382584466	0	0	0.874449548013161	0	0	0	0	0	0.688080322180238	0	0	0	0.416366494266307	0	0	0	0	0	0	0.428161453137114	0	0	0	0	0	0	0	0	0	0	0.364634170191187	0	0	0	0	0.0413401091132417	0	0	0	0	0	0	0.298349222550304	0	0	0	0	0	0	0
HLTF	0	0	0	0	0	0	0	0.476806586357484	0	0	0	0	0	0	0	0	0	0	0.289330745035186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98417792006424	0	0	0.0959129823817844	0	0	0	0	0	0	0	0	0	0	0	0.267138515891468	0	0	0	0	0	0	0	0	0.167023363008201	0	0	0	0	0	0	0.0619736911743137	0	0	0.0231016666318071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0694250993873854	0	0	0	0	0	0	0	0	0	0	0	0	0.052226589786911	0	0.660959996952768	0.0122057621775044	0
HNRNPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100657844412614	0	0	0	0	0.219682399885925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337956303858938	0	0	0	0	0	0	0	0	0	0.154791267256354	0	0	0	0.0679099569487531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPK	0	0	0	0	0.236676588944998	0	0	0	0	0	0	0	0	0	0	0	0.0998664415435764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.30512044133931	0	0	0	0	0	0	0.262141432800048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174755635676929	0.825785382584466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177866701463975	0	0	0	0.0244748404996946	0	0	0	0.0201567597061072	0	0	0	0	0	0	0	0	0	0	0	0	0.300863605632565	0	0
HNRNPM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0514832394394965	0	0	1.94602592928944	0	0	0	0	0	0	0	0	0	0	0	0.319765632287331	0	0	0	0	0	0	0	0	0.174755635676929	0	0	0	0.0314779419406663	0	0	0	0	0	0.088665167029099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277381812286155	0	0	0	0.052226589786911	0	0	0	0
HNRNPUL1	0.595025682258401	0.460720494015723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0461012775966189	0.610862633738782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385636329730984	0	0	0	0	0	0.617090306686283	0	0	0	0	0	0.492151570077983	0.579530854505527	0	0	0.474836638742952	0	0	0	0	0	0	0	0	0	0.638279605756221	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385636329730984	0	0.337956303858938	0	0	0	0	0	0.338651202410895	0	0	0	0	0	0.171961575410485	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498352045278407	0	0	0
IGF2BP1	0.10094922718062	0	0	0	0	0	-0.0585586590869413	0	0	0	0	0.0557913725018933	0	0	0	0	0	0	0	0	0	0	0.132482034319317	-0.104032556691863	0	0	0	0	0.0468654872906728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6620186551532	0.582868255150546	2.5789897341139	0.014221357526522	0	0	0	0	0	0	0	0	0	0	0	0	0.0520039674468667	0	0	0.0163304382858134	0.130395016377432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239658555751226	0	0	-0.00678804493599107	0	0	0	0.433211312567984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219287178738053	0	0.052226589786911	0	0	0.10545714367342	0
IGF2BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0394517323955554	0	0	0	0.0468609425784896	0	0	0	0	0	0.69684773716322	10.0654956442183	0.0260113981448603	0	0	0	0	0	0	0	0	0	0	0	0.359674321449088	0	0	0.077140264899684	0	0.750872465727616	0.14314056865214	0	0	0	0	0	0	0	0	0	0	0	0	0.249594625764127	0.202340329581759	0.34203189615214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56880767756463	0.234219177833563	5.37414817916456	0.109553693819309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174755635676929	0.268965137007331	0	0	0	0	0	0.064971909603863	0	0	0	0	0	0	0	0	0.34203189615214	0	0	0	0	0	0	0.139609295121492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22273159517963	0
KHSRP	0	0	0	0	0	0	0	0.287501414459031	0	0	0	0	-0.208453915522258	0	0	0	0	0	0	0	-0.245451456810531	0	0	-0.738485480470388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1705985854774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.470875051586244	0	-0.300039121955543	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.454382138382325	0	0	-0.0674743690717231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021127626359633	0.808390878245271	0	0	0	0	0	0	-0.0514930931107503	0.219287178738053	0	0	0	0	0.0313032391797814	0
LARP4	0.245863702094214	0	0	0	0	0.5876964815356	0	0	0	0	0	0	0	3.00785075954994	0	0.0293150467689491	0.132881840310811	0	0.289330745035186	0	0	0.409532198952226	0	0	0.154119808425608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165730473817825	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1994943551242	0.404822074505655	0	0	0.36226857336777	0	1.56446673873623	0	0.341821732873506	0	0.101304456760908	0.104275370286446	0	3.4239650276155	0	0.174755635676929	0.268965137007331	0.475119510554161	0	0	0	0.404822074505655	0	0	0	0	0.00328650104744495	0	0	4.43606544312436	0	0.0804436212124787	0	0	0	0	0	0.0804277700756479	0.139609295121492	0	0	0	0	0.555106021421509	0	0	0.647125743959295	0	0	0	0	0	0	0	0	0.614093898957073	0.55164293059231	0	0.277381812286155	0	0.818106373044992	0	0	0	0	0	0.647125743959295
LARP7	3.37306792112351	0.264435849715684	0	0	0	0	0	0	0	0.246241731409641	0	0	0	0	0	0.343307727294604	0	0	0.289330745035186	0	0.252918641353004	4.08703076866635	0.298046079478876	0	0.45864359866836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385636329730984	0	0	0	0.109553693819309	0.645848681563532	5.07758317655286	0	0	0	0	0.230941190051751	4.00914787407322	5.16007287410325	0	0.359674321449088	4.4856296538431	0	0.10672928647188	0	0	0	1.02816650428344	0	0	0	4.00914787407322	0	0	0.230131380800785	0	0	0	0	0	0.202340329581759	0.34203189615214	0	0	0	0.385636329730984	0	1.15705820521873	0	0	0	0	0	0.172830568244737	0	0	1.31067229065587	0	0	0.0694250993873854	0	0	0	0	0	1.21044862681509	1.17551945038537	0	0.257712334598473	0	0	0	0.052226589786911	3.29638164634555	0	0	1.31067229065587
LIN28B	-0.0664916438839124	0	0	0	0	0	-2.76253376707873	0	-2.12015154384041	0	0	0	-0.248514691206462	0	0	0	0	0	0	0	0	0	0	-0.539211339757177	0	0	0	0	0	0	0	0	0	0	0	0	0.00112789824517316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.190664528879121	0	42.4668207781692	0	0	0	0	0	0	0	0	-0.0288884071020029	0	0	0	0	0	0	0	0	-1.106543603661	0	0	0	0	-0.088665167029099	0	-0.155810765790247	0	-0.0522473338785691	0	0	0	0	-0.454382138382325	0	0	-0.285465995566501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.163303131757464	0	0	0	0	0	0	0
LSM11	0	0	0	0	0	0	0	0	0	0	0	0.274727142689569	0	0.0702593691195806	0	0	0	0	0	0	0	0	0.0149864654458484	0	0	0	0	0	0.365987928014457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218562272151347	0	0	17.9913101644365	0.121892455792465	0	0.0108923711575295	0	0	0	0	0	0.395798701139738	0.10672928647188	0.884133422999735	0	0.268965137007331	0.0651018155206386	0	0	0	0	0	0	0	0	0.194116377317772	0	0	0.090140197925694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298349222550304	0	0	0	0	0	0	0
METAP2	0.239239830407932	0	0	0	0	0	0	0	-0.491901450094641	0	0	0.223021218652695	0	0.173934961813865	0	0.0293150467689491	0	0	0	0	0	0	0	0	0	0	0	0	0.276458041945831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401379238591695	0	0	0	23.2781815057757	0	0	0	0	0	0	0	0.340818859505957	0.228243792217353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416366494266307	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177866701463975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818106373044992	0	0	0	0	0	0
MTPAP	0.120604192640124	0	0	0	0	0	0	0	0	0.155033566883094	0	0	0	0	0	0.230391493164873	0	0	0	0	0	0	0	0	0	0	0	0	0.0475172741928221	0	0	0.217872449466653	0	0	0	0	0	0	0.401300062774791	0	0	0	0	0	0	0	0	0	0	0	0	0.0174921314619105	0	0	0	0	0	11.8051723802662	0.159941615327034	0	0	0	0	0	0.0520039674468667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151546049575061	0	0	0	0	0	0	0.225694589724727	0	0	0	0	0	0	0	0	0	0.154791267256354	0	0	0	0	0	0.123492782733606	0	0.255810766573477	0.220426911021528	0	0	0	0	0	0	0	0	0.126358838593021	0
NCBP2	1.112240489479	0	0	0	0	0	0	0	0	0	0	0.0557913725018933	0	4.41840588183989	0	0.184768539608136	0	0	0.179376615457971	0	0	0.117835582651496	0.115880495643851	0	0.334594692849963	0	0	0	0.0330535229716509	0.248790291880906	0.170787149132998	0	0	0	0	0	0	0	0.328698710609787	0.0467353161388549	0	0	0	0	0	0	0.0441018298566223	0	0	0	0	0	1.92579131699478	0.0920922755914646	0	0	0	0	11.1165103648282	0	0.0718603844906616	0	0	0.0288884071020029	0.0420621701412168	0.399262213738781	0	0.0163304382858134	0.115817137125373	0.201727948226267	0	1.22829506862797	0	0.0920922755914646	0	0	0	0	0.469709502700034	0.155810765790247	0	0.234357523871616	0	0.232493530940806	0	0	0	0	0.857455505443433	0.182033404824599	0	0	0	0	0	0.0617779227778809	0	0	0.266906854086758	0	0	0	0	0	0	0	0	0.223840209689167	0.188399540078537	0	0	0.284724693181476	0	0.248790291880906	0.0459075509381019	0	0	0	0.266906854086758
NIP7	3.37306792112351	0.264435849715684	0	0	0	0	0	0	0	0.246241731409641	0	0	0	0	0	0.343307727294604	0	0	0.289330745035186	0	0.224554407344988	3.15200181020073	0.298046079478876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385636329730984	0	0	0	0.109553693819309	0.190664528879121	4.180802997521	0	0	0	0	0	6.18244876799539	4.14526409704611	0	0.359674321449088	4.43424875749221	0	0.0998779389325566	0	0.0849412839542399	0	0.376718391303007	0	0	0	3.08991940203935	0	0	0.230131380800785	0	0	0	0	0	0.202340329581759	0	0	0	0	0.385636329730984	0	1.15705820521873	0	0	0	0	0	0.555106021421509	0	0	0.430312439804441	0	0	0.0694250993873854	0	0	0	0	0	0.372593285367818	0.352520916412933	0	0.257712334598473	0	0	0	0.052226589786911	3.29638164634555	0	0	0.430312439804441
NIPBL	3.24095758511632	0.25597668915085	0	0	0	0	0	0	0	0.213782857294325	0	0	0	0	0	0.313128831983259	0	0	0.26278231191291	0	0.186202200681325	3.95816716557475	0.262995076236116	0	0.449726373924932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385636329730984	0	0	0	0.0840518906332305	0.545180340936402	4.88292524809077	0	0	0	0	0.179317995585144	3.75589373861482	6.99102043482311	0	0.359674321449088	4.90050665898686	0	0.077140264899684	0	0	0	0.991459815304859	0	0	0	3.88083247522312	0	0	0.230131380800785	0	0	0	0	0	0.202340329581759	0.34203189615214	0	0	0	0.385636329730984	0	1.06378674469697	0	0	0	0	0	0.172830568244737	0	0	1.26782031029037	0	0	0.0454472238475219	0	0	0	0	0	1.20414457944503	1.16393576896471	0	0.229536657316537	0	0	0	0.052226589786911	3.98964904335606	0	0	1.26782031029037
NKRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855232357235784	0	0	0	0	0	0	0	0	0	0.0650793613183085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOL12	0.468573766512095	0	0	0	0	0	0	0	0	0.303704889214121	0	0	0	0	0	0.436411613991761	0	0	0.289330745035186	0	0	0.502777404393963	0.313653481658849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234219177833563	0	0	0.362135664161194	0.486892306501819	0	0	0	0	0	0.423223226632442	0.449740901989282	0	1.38149455286995	0.341033611968398	0	0.228243792217353	0	0.174755635676929	0	0.563007363287387	0	0	0	0.486892306501819	0	0	0	0	0	0	0	0.234357523871616	1.36138778644287	0	0	0	0	0	0	0.24016791138675	0.139609295121492	0	0	0	0	0	0	0	0.641484468326937	0	0	0	0	0	0	0	0	0.618335920493549	0.571319350839395	0	0.277381812286155	0	0	0	0	0.41628210118984	0	0	0.641484468326937
NOLC1	4.35809075139591	0.101284539630409	0	0	0	0	0.0394426051626167	0	0	0.303704889214121	0	0	0	0	0	0.101222654024223	0	0	0.112829556505459	0	0	3.91717756348675	0.0655392913118469	0	0.260985609226693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251487230231729	0	0	0	0	0.262141432800048	3.90615659870184	0	0	0	0	0.0519969381542892	3.73006533964616	4.49260458411827	0	0.16074009652125	13.399569196673	0	0.149270826360571	0	0	0	0.64179262662012	0	0	0	3.82697535265422	0	0	0.0764492204071197	0	0	0	0	0	0.0477101131693408	0.503457978782111	0	0	0	0.251487230231729	0	1.15705820521873	0	0	0	0	0	0.701928045512241	0	0	0.801205123338992	0.0244748404996946	0	0	0	0.0201567597061072	0	0	0	0.765534989055663	0.716694006733978	0	0.0573687635394671	0.0185428251972893	0	0	0	3.98964904335606	0	0	0.801205123338992
NONO	0.796536256160468	0	0	0	0	0	0	0	0	0	0	1.68056486534056	0	0.0220147612892739	0	0.747249495339646	0	0	0	0	0	0	0.298046079478876	0	0	0	0	0.31029058485059	4.05644808037895	0	0.284341100782677	0	0	0	0.0323175952429623	0	0	0	0.614103132439422	0	0	0	0	0	0	0	0	0	0.0405988483035691	0	0	0	0	0	0	0.131147380628412	0.36226857336777	0	0.213607893081783	0	0	0	0	0	7.34883999139009	0.0998779389325566	0	0	0	0.376718391303007	0	0	0	0	0	0	0	0	0.0851251457961882	0	0	0	0	0	0	0	0	0	0	1.15705820521873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0499041060892568	0	0	0	0	0	1.01665823686728	0	0	0	0	0	0	0
PABPC4	0.194078117308828	0	0	0	0	0.5876964815356	0	0	0	0.246241731409641	0	0	0	0.482262660171404	0	0.0175410958600487	0.132881840310811	0	0.289330745035186	0	0.0811486263904664	0	0.298046079478876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3875213501487	0	0	0	0.36226857336777	0	0.392903364072051	0	0	0	0.0763535443259467	0.091876182784402	0	20.6239647139517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20562014583743	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177866701463975	0	0	0.0117145836187467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219287178738053	0	0	0.353957960519656	0	0	0.0117145836187467
PABPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.188123709149439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325665073586435	0	0	0	0	0	0	0	0	0	0	25.4153752138247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP1	0.0216411088200141	0	0	0	0	0	0	0	0	0	0	0	0	0.0855320454436202	0	0	0	0	0	0	0	0	0.0382216813830576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24454163896934	0	0	0.550433591237196	0	0	0	0	0	0.0334504738071469	0	0	0	0.137582628245136	0	0	0	0	16.7718242633739	0.825785382584466	0	0	0	0	0	0	0	0	0.088665167029099	0	0	0	0.249594625764127	0.0243968535086541	0.130245207639831	0	0	0	0	0	0	0	0	0	0	0	0.209237885351619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462483687571796	0	0	0.386338295551878	0	0	1.06359447824069	0	0	0.0405988483035691	0.0406128798515548	0.0200589428244324	0.0363067307596744	0.454339732842423	0	0	0.131147380628412	0	0	0.159941615327034	0	0	0	0	0	0	0.0260196817412155	0	0.706354695362402	10.5183131190223	0	0	0	0	0	0	0	0	0.088665167029099	0	0	0	0.234357523871616	0	0.284302297507892	0	0	0	0	0	0	0	0	0	0	0	0.140614805345162	0	0	0	0.154791267256354	0	0	0	0.0679099569487531	0.531910905344254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
