AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	ILF3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B4BF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF
EIF3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88403698009478	0	0	0	0	0	0	0	0	0	0	0.279201344933698	0	0	0	0	0	0	0	0	0	0	0	0.0315907460865182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0522223840755127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3G	0	0	0	0	0.0610289502660558	0	0	0	0	0	0	0	0	0	0	0	1.47399124102049	0	0.173671787833221	2.29047301958603	0	0	0	0	0	0	0.188524999786075	0	0	5.22392145413428	0	0	0	0	0	0	0.0295949319586034	0	0	0	0	2.04978328939962	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161702839951255	0	0	0	0	0	0	0	0	0	0	0	0.1558928038681	0	0	0	0	0	0	0	0	0	0	0	0	0.00682284000275774	0	0	0.0487913812920049	0	0	0	0	0	0	0	0	0	0	0	0.270958996298955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0892626728351712	0	0	0	0	0
EIF3H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05944550659265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0777940905267929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G2	0	0	0	0	0	0	0	0	0	0	0.245923927407305	0	0	0	0	0	0	0.430608520591217	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13750717060289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202774594909534	0	0	0	0	0	0	0	0	0.132989608598921	0	0	0	0	0	0	0.00102699192602733	0	0	0	0	0	0.104568683611021	0	0	0	0	0	0
EWSR1	0.312269916463433	0	0	0	0	0	0	0	0	0	0	0	0	3.41214478300993	0	0	0	0	0	0	0	0	0	0	0	0	0.133963899402182	0	0	0	0	0	7.78841264314684	0	0	0	0	0.088166646281695	0	0	0	0	0	0	0	0	0	0	0	0	0.109442987594659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0447042918474215	0.0844143986990051	0	0	0	0	0	1.05729491334803	0	0	0	0	0	0	0	0.131441482505515	0	0.0312064306728071	0	0	0	0	0	0.442836697799013	0	0	0	0	0	0	0	0	0	0	0.0162586933808973	0	0	0	0	0	0	0	0	0	0	0.00543057982970828	0	0	0	0	0	0
EXOSC5	0.493483447839657	0.694595168278052	0	0	0	0	0	0	0	0	0	0	0	0	0.694595168278052	0	0.271022359762656	0	0	0	0	0	0	0	0	0.536622071444549	0	0	0	0	0	0	0	1.99546312297333	0	0	0	0	0	0	0	0.438825094808139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.637394817287967	0	0	0	0	0.326596224537152	0.606931106026852	0.546391335491391	0	0.36720785327062	0	0	0	0	0	0.694595168278052	0	0	0	0.6289257092675	0	0	0	0	0	0.0522223840755127	0	0	0	0	0	0	0.569159599173669	0.279459331516488	0	0	0	0	0.42469053008282	0	0	0	0	0	0	0	0	0	0.168259267548185	0	0	0.598925579100474	0	0	0	0	0	0.731265322224715	0	0.616539073709314	0	0
FASTKD2	0	0	0	0	0	0	0	0	0.186631944901774	0	0.284881642729475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51709674624509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194252829608508	0	0	0.0381938927412988	0	0	0.0220273522298494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108779137955361	0	0.0593013879003741	0	0.598925579100474	0.57662000507369	0	0	0	0	0	0	0	0	0
FMR1	0.150149058295727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2668801722463	0	0	1.0953882364803	2.89065371246767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146780499483563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTO	0	0	0	0	0.0610289502660558	0	0.138543124709513	0	0.0258346466961469	0	0	0	0	0	0	0	0.522662655623568	0	0	0.177760472484395	0	0	0	0	0	0	0	0	0	0.301857976490022	0	0	0	0	0	0	6.41027337519182	0	0	0.171726387429048	0.748588434408919	0.229911373848179	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107131833202758	0	0	0	0	0	0	0	0	0	0	0	0.0998540665597602	0	0	0	0	0	0	0	0	0	0	0	0	0.325142121708179	0.00930963477886051	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217059090349714	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104491955677133	0	0.0117076456818875	0.0414107043638861	0	0	0	0	0.032828402549415
FUS	0	0	0	0	0	0	0	0	0	0	0.232841703945364	0	0	0.129400555443675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169441998450741	0	0	0	0	5.59111473438744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106994234384935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00682284000275774	0.0410617482103773	0	0	0	0	0	0	0	0.151144395529257	0	0	0	0	0	0	0	0.229895317836255	0	0.17987444513119	0	0	0	0	0	0.00102699192602733	0	0	0	0	0	0	0	0	0	0	0	0.0719583753457436
FXR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0675243447944048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1928300773427	0	0	5.42398830576145	1.99531614102256	0	0	0	0	0	0.026058615428449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107850817791386	0	0	0	0	0	0	0	0	0	0	0	0	0.0487913812920049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17987444513119	0	0	0	0	0.0691361294459744	0.00102699192602733	0	0	0	0	0	0	0	0	0	0	0	0
FXR2	0	0	0	0	0	0	0.14008606015311	-0.160259946225092	0.280976162426209	-0.217141507555394	0.232841703945364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.341622755816048	0	0	0	0	0	0	0	2.80271547739492	0	0	1.64083817777541	29.0013494135788	1.5663311344908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1901515646386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.578376577365166	0	0.625889370449178	0	0	0	0	0	0	0.0632524190107014	0	0	-0.0191498996393058	0	0	-0.0661608755177816	0	0	0	0	0	0	0	0	0	0	0	0.114421386887937	0	0	-0.229490034002419	0.189189192682378	0	0	0	0	0	0	0	0	0	0	0	1.32299162973868
G3BP1	0	0	0	0	0	0	0	-0.439461218992281	0.822935682429637	-0.0217707755398933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0204621674739982	0	0	-0.375341269390102	0	0	0	0	0	0	0	0	0.0295949319586034	0	0	1.50027204178752	38.0943507861475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.49052295224297	0	0.137844108584646	0	0	0	0	0	0	0.0312064306728071	0	0	-0.15424866279731	-0.1071997739331	0	-0.127671974348995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.168259267548185	0.201639159347619	0	0	0	0	0	-0.0117076456818875	0	0	0	0	0	0.915481644321032
GEMIN5	0.0988005243191372	0.373343774981724	0	0	0.0329359909766251	0	0	0.256165727223642	0	0	0	0	0	0	0.373343774981724	0	4.9434527739629	0	0	1.31389385580238	0	0	0	0.217815793568149	0	0.0118098624920068	1.20116243737572	0.0556730574147195	0	2.06971088854385	0	0	0	0.324572338326004	0	0	0	0	0	0	0	17.6065326856708	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32032294664459	0.0954537543938115	0	0	0	0	0	0.0558910766715293	0	0	0	0	0.658149824377297	0	0	0	0.373343774981724	-0.209827001273028	0	0	0.112888787209086	0	0	0	0	0.211780035312493	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0936756030374299	0.00658104681139559	0	0	0	0	0	0	0	0	0	-0.00102699192602733	0	0.312230009287547	0	0	0	0	0	0	0	0.0378963639009379	0	0
GPKOW	0	0	0	0	0	0	0	0.256165727223642	0.463042487602726	0.451896954361681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0204621674739982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4217901940365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206971653015586	0	0	0	0	0	0	0	0	0	0	0.049362267531166	0	0.0312064306728071	0	0	0	0	0	0.0744540734867123	0	0	0	0	0	0	0	0	0	0.379327468386757	0.107681264378492	0.192434371741078	0	0.0306394695885918	0.323985307427288	0	0	0	0	0	0	0.174603047520349	0	0	0.125736880740445	0	0	0
GRSF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724959387240493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19787902162606	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0381938927412988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104491955677133	0	0	0	0	0	0	0	0
GRWD1	-0.312269916463433	0	0	-0.0877368042104171	0	0	0	-0.112476694826966	0.0697223534621298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.486650403290656	0	0	-1.82595239877543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.5415677468135	0	0	0	0	0	0.0350393989953315	0	0	0	0	0	0	0	0	-0.589659253010358	0	0	-0.269123073758849	0	0	0	0	0	0	-0.349839408325369	0	0	1.62557534569119	0	-0.584694088453974	0	0.542478188282719	0	0	-0.0585012029032852	0	-0.667332673512701	0	-0.573924643682265	0	0	0	-1.6893215683148	0	-0.529523706727509	0	0	0	0	0	0	0	0	0	-0.137846851496441	0	0	0	-0.0306394695885918	-0.14668034112368	3.12856150429902	0	0	0	0	0	-0.265113252736515	0	0	0	0	1.84658504497787	0.272033909493071
GTF2F1	0	0	0	0.00345082939461208	0	0	0	0	0	0	0	0	0	0.0351402225545256	0	0	0.0442675654542585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89931282784709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757671873151513	0	0	0	0	0	0	0	0	0.00828805313069071	0	0	0.20619913449708	0	0	0	0	0	1.40862855926262	0	0	0	0.0252891682636631	0	0	0	0	0.367678372998934	0	0	0	0	0	0	0	0	0	0	0.0701695860949537	0	0	0	0	0	0.0656526727463839	0	0	0	0	0	0.00543057982970828	0	0	0	0	0	0
HLTF	0	0	0	0	0	0	0	0	0.972951221338762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45015826182161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0777940905267929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114421386887937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308912052445377	0.032828402549415
HNRNPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604054437683754	0	0	0	0	0.357497915261974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191498996393058	0	0	0.343794439224781	0	0	0	0	0	0	0	0	0	0.379327468386757	0	0	0	0.186715373270658	0.229490034002419	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383701518107685	2.93526923061531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109535036361477	0	0	0	12.465459732427	0	0	0	0	0.307161133685794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43780821900923	4.09346595971949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832172861686076	0	0	0	0.0319231049454152	0	0	0	0.599712271720723	0.149584371068242	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107488630491537	0	0.173671787833221	0	0	0	0	0	0.0881113755096051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37694047999234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00930963477886051	0	0	0	0	0	0	0	0	0	0	0	0	0.324058897441934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104491955677133	0.0953577791527257	0	0	0	0	0	0	0
IGF2BP1	0.13171103633723	0	0	0	0	0	0	-0.176737968650343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.442042721427554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7620893929973	0	3.85024228292474	0	0.145734911482434	0	0	0	0	0	0	0	0	0	0.393068340117987	0	0	0.252442452593527	0	0	0	0	0	0	-0.307239527164394	0	0	0	0	0	0	0	0	0	0	0	0	-0.189385038519616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00102699192602733	0	0	0	0	0	0	0.0892626728351712	0	0	0	0	0.122556455798011
IGF2BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00835958244248318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109442987594659	18.1553698302406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55795926546333	0	0	0	0	0	0	0.049362267531166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68544158827737	0	12.0148493265373	0	0.400284533412062	0	0	0	0	0	0	0	0	0	0	0	0	0.0546835257934558	0	0	0	0	0	0	-0.584694088453974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376648227550709
ILF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72465070036943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409786302115214	0	0	0	0	0.567884682003517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104491955677133	0	0	0	0	0	0	0	0
KHSRP	0	0	0	0	0	0	0	0	0.469655130704731	-0.93235493427902	0.245923927407305	0	0	0	0	0	-0.271022359762656	0	0	0	0	0	0	0	-0.467798472310106	0	0	-1.68382926043078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109442987594659	0	0.0792088041088874	0	46.759583968616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.307372468965041	0	-0.0997538965338119	0	0	0	0	0	0	0	0	0	0	0	-0.0191498996393058	-1.11408780805665	0	-0.0744540734867123	0	0	0	0	0	0	0	0	0	0.392480456662252	0	0	0	0.599712271720723	2.2585840453301	-0.0593013879003741	0	0	0	0	0	-0.174603047520349	0	0	0	0	0	0
LARP4	0	0	0	0	0	0	0.14008606015311	0	0	0	0	0	0	0	0	0	3.90050929928194	0	0	1.48050737833474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26834066722452	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0531336759364	0	0	0	1.56902836664918	0	1.37392269000121	0	0	0	0	0	7.46730458069218	0	0.126490062390318	0	0	0	0	0	0	0	0	0	0	0.218315354806771	0	0	3.49744157692406	0	0	0	0	0	0	0	0	0	0	0	2.68176194593861	0	0	0	0.0598406280070821	0	0	0	0	0	0	0	0	0	0	0	0	2.20280027235126	0	0	0	0	0
LARP7	2.38117645452636	0.601592380889757	0	0	0	0	0	0	0	0	0	0	0	0	0.601592380889757	0	0	0	0	0	0	0	0	0	0	2.66450818920835	0	0	0	0	0	0	0	0.565342435260417	0	0	0	0	0	0	0	0.248682601587803	0	0	0	0	0	0	0	0	0	0	0	0	0.106994234384935	0	4.3281909088638	0	0	0	0	0	4.11221231254392	4.32909830863521	0	3.12455145501995	0	0	0	0	0	0.601592380889757	0	0	0	2.76155524783423	0	0	0.365730953580295	0	0	0	0	0	0	0	0.0758732872100738	0	0	0.564938343692876	0	0	0	0	0.324058897441934	0	0	0	0	0	0	0	0	0.0306394695885918	0.323985307427288	0	0	0.503937255738019	0	0	0	0	0	0	0.125736880740445	3.03259260115582	0	0
LIN28B	0	0	0	0	0	0	0	-1.04467163947766	0	-0.771777951930444	0.0126687529515051	0	0	0	0	-0.0527334171541297	0	0	0	0	0	0	0	0	0	0	0	-0.436941815865566	0	0	0	0	0	0	0	0	0	0	0	0.385757350965775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.5924326329895	0	0	0	0	0	0	0	0	0	0.0452690941775112	0	0	0	0	-0.209827001273028	0	-1.04255044136183	0	0	0	0	-0.0585012029032852	0	-0.0522223840755127	0	0	0	0	0	-0.534335166708543	0	-0.0744540734867123	0	0	0	0	0	0	0	0	0	-0.17987444513119	0	0	0	0	-0.229490034002419	0	0	0	0	0	0	-0.174603047520349	0	0	0	0	0	0
LSM11	0.0561298535609938	0	0	0	0.0329359909766251	0	0	0	0	0	0	0	0	0	0	0.0675243447944048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2612844180554	0	0	0	0	0	0	0	0	0	3.1976481880716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0312064306728071	0	0	0.0191498996393058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306394695885918	0	0	0	0	0	0	0	0.00543057982970828	0	0	0	0	0	0.00182893313609566
METAP2	0	0	0	0	0	0	0	0	-0.0697223534621298	-0.771777951930444	0	0	0	0.129400555443675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.691358418702272	0	0	0	0	0	0	0	0	0	0	1.28930257660156	0	0	0	31.7099280986179	0	0	0	0	0	0	0	2.63583382998961	0	0	0	0	0	0	-0.00581421577836117	0	0.00193682665287161	0	0	0	0	-0.0410617482103773	0	0.626955995899826	0	0	0	0	0	0	0	0	0	0	0	0.178384491457148	0	0	0	0	0	0	0	0	-0.27505589572066	-0.0656526727463839	0.981882210713297	0	0	0	0	0	0.646617670698257	0	0	0	-0.0841241851199193	0
MTPAP	0	0	0	0	0	0	0	0	0	0	0.112372302040091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288204585827341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3525917562341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277378739601695	0	0	0	0.0585012029032852	0.0940209622952026	0	0	0	0	0	0.0191498996393058	0	0	0.0437533164767559	0	0	0	0	0	0	0	0	0	0.379327468386757	0	0	0	0.00588672040775312	0	0.201639159347619	0	0.468290360023431	0.114711735805992	0	0	0	0	0	0	0	0.412722263394198	0.280198061055193
NCBP2	0.0984772860467117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50797399868808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324572338326004	0	0	0	0	0	0	0	0.0143943338131688	0	0	0	0.34411344795461	0	0	0	0	0	0	0	0	0	1.32032294664459	0	0	0	0	0	19.1919374646306	0	0	0	0	0	0.653400038269738	0	0	0	0	-0.31466141850467	1.25313407819971	-0.00581421577836117	0	0	0	0	0	0.420227996967118	0.0522223840755127	0	0.0487913812920049	0	0	0	0	0.143924783092162	0	0	0	0	0	0	0.00249511051346109	0	0	0	0.17987444513119	0	0	0	0	0	-0.0656526727463839	0	0	0	0	0	0.174603047520349	0	0.0605257237137544	0	0	0	0
NIP7	3.88245890327175	0.601592380889757	0	0	0	0	0	0	0	0	0	0	0	0	0.601592380889757	0	0	0	0	0	0	0	0	0	0	2.37477928914842	0	0	0	0	0	0	0	0.556450232228482	0	0	0	0	0	0	0	0.193340602304991	0	0	0	0	0	0	0	0	0	0	0	0	0.0403112096553143	0	3.9684699235751	0	0	0	0	0	8.71085815623934	3.59425942055346	0	4.53849273868486	0	0	0	0.598189678817636	0	0.601592380889757	0	0	0	2.64498671109369	0	0	0.365730953580295	0	0	0.0522223840755127	0	0	0	0	0.0191498996393058	0	0	1.3183785369914	0	0	0	0	0.324058897441934	0.806038328533041	0	0	0	0.379327468386757	0.265554995840549	0	0	0.0306394695885918	0.186499308025872	0	0	0.495536536196175	0	0	0	0.174603047520349	0	0	0.125736880740445	2.57735976317779	0	0
NIPBL	2.98604732741701	0.601592380889757	0	0	0	0	0	0	0	0	0	0	0	0	0.601592380889757	0	0	0	0	0	0	0	0	0	0	2.44221195583469	0	0	0	0	0	0	0	0.556450232228482	0	0	0	0	0	0	0	0.209407868540573	0	0	0	0	0	0	0	0	0	0	0	0	0.046190839987103	0	3.9684699235751	0	0	0	0	0	3.60110836902611	7.72315507855825	0	5.70021772160185	0	0	0	0	0	0.601592380889757	0	0	0	2.64498671109369	0.0267508821714409	0	0.365730953580295	0	0	0	0	0	0	0	0.0191498996393058	0	0	0.831686200369799	0	0	0	0	0.324058897441934	0	0	0	0	0	0	0	0	0.0306394695885918	0.450771786734285	0	0	0.495536536196175	0	0	0	0	0	0	0.125736880740445	5.22243310873927	0	0
NKRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147119697303953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993386425386685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOLC1	6.40025589122712	0.30007954343859	0	0.0577423267787058	0	0	0	0.256165727223642	0	0	0	0	0	0	0.30007954343859	0	0	0	0	0	0	0	0	0	0.185033844418163	5.57501351480942	0	0	0	0	0	0	0	0.269729326440267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8336199336823	0	0	0	0	0	4.11221231254392	5.44157048436096	0	19.363243310028	0	0.508474274547002	0	0.20655222513357	0	0.30007954343859	-0.0845286630015698	0	0	2.64498671109369	0	0	0.0654986146287349	0	0	0.049362267531166	0.260194135776263	0	0	0	0.0191498996393058	0	0	1.84573669704851	0	0	0	0	0.0453440244638955	0.806038328533041	0	0	0	0.379327468386757	0.107681264378492	0	0	0.0306394695885918	0.149584371068242	-0.186803114968776	0	0.233993891521356	0	0	0	0.00543057982970828	0.0892626728351712	0	0	4.74084759058539	0	0
NONO	0.481928062102946	0	0	0	0	0	0	0	0	0	0	0	0	1.1641477814475	0	0	0	0	0	0	0	0	0	0	0	0	0.232068067528835	0	0	0	0	0	0.169441998450741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109442987594659	0	0	0	0	0	0	0.0381938927412988	0	0.140933178437407	0	0	0	0	0	0	3.65210831592805	0.211985989606802	0	0	0	0	0	0	0	0	0	0	0	0	0.0596219781779566	0	0	0	0	0	0.0191498996393058	0	0	0.667488563906989	0	0	0	0	0	0.318005787518821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104568683611021	0	0	0	0	0	0
