AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FKBP4BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	ILF3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B1BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TBRG4BF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
DDX59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22703172929091	15.0912820180724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92227583234038	0	0	0	0	0	2.12058315875949	0	0.247436014415722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700437079874553	1.95212800906474	0	0	0.0518719754570268	-0.0112604391014646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0882190752846379	0	0	0	0	0	0.191425741875497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00786031785636864	0	0	0	0	0	0	0	0	0
DDX6	0.167929377719211	0	0	0	0	0.153417986070505	0.0759125929445105	0	0	-0.00115564481871699	0.143560450440543	0	0	0	0	0	0.327175524473689	0	0.259474509690622	1.94534237940467	0	16.7306543321702	0	0	0	0.182667705703789	0.199141064881338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211489657520091	0	0	0	0	0.0709971436493775	0	0	0	0	0	0	0	0	0	1.35983497296782	0.226550817249168	0	0.0519924589027854	0	0.0199709656874297	0.194826361274598	0.228701758331898	0.197406932913839	0	0.250549924238824	0.0938945707743363	0	4.04051737158492	0	0	0	0.388815870021218	0	0.0296612018842159	0	0.224361859946189	0.054576107950709	0	0	0.0561448848851105	0	0.0594014378211325	0	0.316364797700102	0.210146860994345	0	0	0	0	0	0	0.0361121897480581	0.0100715963270965	0	0	0	0	0.724179476594275	0	0	0	0.500587292978201	0	0	0	0	0	0	0	0	0.357219597480697	0.363860570343697	0	0.275575854872573	0	0	0	0	0.21900655134424	0	0	0.379151088576889
DGCR8	0	0	0	0	0	0.307023643052202	0	0.00220948223534234	0	0	0	0	0	0.278571038845921	0	0	0	0	0	0	0	0	8.25696832755788	0	0.0897959739485782	0	0.350912138309383	0	0	0	0	0	0.437682327040997	0	0	0	0	0	0	0	0	0	0	0.378159276238022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149606388617957	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79015981562169	0	0	0	0	0.176827765856339	0	0	0.606157593924297	0	0	0	0	0	0	0	0	0	0	0.575161893371278	0.201137702918171	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0677816443066109	0	0	0	0.0992082201579537	0	0	0	0	0	0	0	0	0	0	0	0
DHX30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327175524473689	0	0	0	0	0	0	3.49975970801015	0.190017158494988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3736776820168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DICER	-0.75106561697437	0	0	10.9742638300322	0	0	0	-6.29418948737365	-3.43943960345013	-5.34281883458048	-0.143560450440543	0	0	-0.229969832868131	0	-3.61473708658498	-0.154482136602844	0	0	-0.258638247817366	0	0	0	0	155.913853418806	0	-0.199141064881338	-3.74547395272925	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.220900914179162	-0.286336535432124	-0.471544359166198	-1.08635307900447	0	-3.21436815753386	-0.597447807276506	0	0	0	0	0	-0.169683716939585	-0.176807217029991	0	0	-3.75454281877582	-0.116915749844883	0	-0.104449016468773	-0.237015956187197	-0.291710248778229	0	-0.194826361274598	-0.241856368405129	-0.0683700816938436	0	0	-0.103654286063949	0	-0.103320521658636	0	-0.231868946742826	0	-0.0545803580246137	-5.11887573408771	-1.5498932746651	-3.50119370881579	-0.252588319525838	0	0	0	-1.19440615104796	-1.67160725962278	-1.70756961323931	-0.0278141236827046	-0.273629024875272	0	0	-0.996953446485302	0	-3.50071466884769	0	0	-1.1398458842571	-0.125047026209925	-1.19530080877023	-0.113612574546576	0	0.759204634793697	-0.720044621865985	-0.192419008877802	0	0	0	-2.87542888955726	-1.15060616485982	-0.281828207114843	0	-2.60612431675803	-5.30866552627619	-4.306989329046	0	0	0	0.0137478493099297	0	-0.306280377142132	0	0	0	-0.0579223488326314	-3.40672631608001	-2.07480558090159	0
DKC1	11.6682084145803	2.11502669892533	0.0110665744376916	0.600661877773652	0	0	0	0.1691351898038	-0.133014207817963	0	0.0320379643089688	0	0	0	0.314767600635476	0	0	0	0.139160394833497	0	0	0.0868540713678304	0	0	1.17967034025642	28.3865638721308	0.0797862374070221	0	0.204515464510362	0	0	0	0	0.207752921683973	0	0	0	0	0	0	0	0	0	0.327233863613209	0	0	0	0	0	0	0	0	1.9135887423076	0	0	0	0	0.798060631294012	0.281735406852519	11.6524129212774	0	0	0	0	0.0552071297893649	10.071540787904	11.9939449635198	0	0.175205994643658	17.5738023335085	0	0.786631681934576	0	0	0	3.17725591325634	0	-0.0518719754570268	0.0315927814912712	11.4157024658213	0	0	0	-0.0638493172474554	0	0	0.15213359560861	0	1.1362415335253	0.700090603832024	0	0	0	0.270226559213284	0	6.61713125022462	0	0	0	0	0.662933428759441	1.3513181003152	0	0	0	0.919984987651239	0	0	0.281828207114843	0	0.194999488679748	0	-0.349422454606506	0	4.34830301439045	1.65953556521148	0	0.433977384307979	0	0	0	0	10.8721704451553	-0.0325332764855778	0	0.650573552113479
DROSHA	0.817701461236211	0	0	0	0	0.111770857719392	0	0.241731349085801	0	0.0662901974478026	0.0901666887933642	0	0	1.21528619690618	0	0.0242754986394571	2.66109248809523	0	0.245981098073396	0	0	0.149870579465471	0.117899681368818	0	0	0.0541017183648109	24.3139682464929	0	0	0	0	0	0.713286331154545	0	0	0	0	0	0	0	0	0	0	3.15032391528503	0	0	-0.0745097138655955	0.424591484691694	0	0	0	0	0	0.0772520995559459	0	0	0	0	0.0676192308168519	0.125357149622176	0	0	0	0	0.146942439910216	0.110109811431874	0.088302922613233	0	0.250549924238824	0	0.0566692994187662	0.301324318004864	0	0.378166120394271	0	0.978526355739332	0	0.0971396578009299	0	0.116897338686513	0.0254166964415186	0	0.03906252458968	1.07358140076649	0.44613671876461	0	0	0.416369237911791	0.0768196586437218	0	0.204420692327585	0	0	0	0.253592615059261	0.332052460091591	0	0	0	0	0	0	0	0	0	0.400938919365738	0.0508064368716129	0	0	0	0	-0.151338498085605	0	0	0.18982580069646	0.233931827440782	0	0.155068622143705	0	0	0	0	0.104976234453696	0	0	0.33098023481066
EFTUD2	-5.57977076552119	-0.109631661363029	0	-0.677416938594693	0	0	-0.115421125137379	-3.94271794956018	-2.9386736861228	-0.00115564481871699	0	0	0	-0.1716812583102	0	-0.371546667385428	-0.767637377990454	0	0	-0.258638247817366	0	-0.139995874726139	0	0	-0.883824218801663	-3.96696413631355	-0.377029135549793	76.6764009777859	0	0	0	0	0	0	0	0	0	0	-0.0218432462024564	0	0	-2.04123610397346	-0.508177719404054	-0.194673533072138	0	0	-6.56693513483538	0	0	0	0	0	-0.634376457282735	-0.491634339208469	-0.261990726240727	0	0	-4.11336138074403	-2.21500624736888	-2.7674012004938	-0.270812510201123	-0.241530284507734	-0.446709272927872	0	-1.3372712765639	-2.87397136676198	-3.35647652957153	0	0	-4.56286752589834	-0.00724316962464949	-2.28605682200663	-0.33201117958133	-0.378166120394271	-0.208534669259344	-0.64297462550358	-3.50095292664722	0	0	-2.49931970631	-0.858058009957661	0	0	-0.0632991236078512	-0.915274626907246	0	-0.214356286146958	-1.27980932039777	-0.682014533813401	0	0	0	1.58665846717622	0	0	-0.201137702918171	-0.606720808536014	-1.01674977260587	-1.39064168263409	0	0	-0.87044564257338	0	0	0	-0.196015890670925	-1.0376805876299	-0.194328928883274	-2.46026393279919	0	-1.17869202387583	-2.16426326107327	-5.85821501833497	0	-1.30717482588336	-0.0983695461721281	0	-0.0237461291188437	0	-1.71336963444747	0	-0.0521496428224348	-2.59770362727146	-3.62728827215475	-2.19160191117101	0
EIF3D	0.341884597741514	0	0	0	0	0	0	-0.212519218174047	0	-0.0493749886465413	0	0	0	0	0	0.162855639339013	0	0	0	0	0	0	0	0	0	0.350772065452577	0	0	10.2107269536244	0	0	0	0	0	0	0.196004107648349	0	0	0	0	0	0.226778640177983	0	0	0	0	0	0	0	0	0	0	0	0	0.258149834569382	0	0	0	0.314209200099276	0.357419038279309	0	0	0	0	0.285260694393047	0	0.333118831533336	0	0	0.238937146300044	0	0	0	0	0	0.571702314669427	0	0	-0.350962398730647	0.350583104361196	0	0	0	0	0	0.141739193190104	0	0	0	0.572869370787642	0	0	0	0	0	0.166792232407953	0	0	0	0	0	0	0	0	0	0.680455469993358	0	0	0	0	0	0	0.0198053698535009	0	0.549320293375774	0.565227608022626	0	0	0	0	0	0	0	0	0	0.515167210926921
EIF3G	0	0	0	0	0.177074689174573	0	0	0.212519218174047	0	0.00156618909029571	0	0	0	0	0	0	2.50769537650039	0	0.315190813005879	2.17093004775845	0	0	0	0	0	0	0.266665465534568	0.0187477632425063	0	13.1893082418595	0	0	0	0	0	0	0	0	0.0423191600426049	0	0	0	0	3.35227062985377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833917593532377	0	0.0029899770840498	0	0.127977423153021	0	0	0	0	0	0	0	0	1.24133725045092	0	0.700437079874553	0	0	0	0.0518719754570268	0	0	0	0	0	0	0	0	0	1.02823701545812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191425741875497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100189292901765	0.0676860822899538	0	0	0	0	0	0
EIF3H	0	0	0	0	0	0	0	0	0	0.0557160344288003	0	0	0	0	0	0.0154067080617971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5612160635072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00982762461663256	0	0	0	0.0779929079947318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480056940547455	0	0	0.0863826020502586	0	0	0.0632991236078512	0	0	0	0.38099105265202	0.247530796234729	0	0	0	0	0	0	0	0	0.149201009372341	0	0	0	0	0	0	0	0	0	0.00396704356756294	0	0	0.0729538225965111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G2	0	0	0	0	0	0	0	0	0	0	0.275472035180068	0	0	0.332343464207088	0	0	0	0.224918134669422	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77467604214982	0.440965106171864	0	0.466263709222495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160546316556796	0	0	0	0	0	0	0	0	0.39681865302516	0	0	0	0	0	0	0	0	0	0	0	0	0.196503928816874	0	0	0	0	0	0	0	0	0	0	0	0.235027271113746	0	0	0	0	0	0	0	0	0.0525119531456432	0	0	0	0	0	0	0	0.0425642232458325	0	0	0	0	0	0.193238601356157	0	0	0	0	0	0	0
EWSR1	0.503969751945658	0	0	0	0	0.832756136668461	0	-0.00831282189206058	0	0	0	0	0	7.08838987075833	0	0	0	0	0.8920375096634	0	0	0	0.156156812412986	0	0	0	0.516045733151405	0	0	0	0	0.157652102657202	20.8841878884529	0	0.198906232420486	0	0	0	0	0.640609027288973	0	0	0	1.07169512965128	0	0	0	0	0	0	0	0	0	0.127605273505688	0	0	0	0	0	0	0	0.241530284507734	0.446709272927872	0.239926632923633	0.194826361274598	0	0	0	0	0	5.58422782513364	0.0950677018236834	0	0	0	1.09220272655506	0	0.891971015778719	0	0	0.0460035468593871	0	0	0.865193913781419	0.00767143643866757	0	0	0	0	0	0	0	0	0	0.276069608221756	1.76426239319543	0.00970175492652298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0451839996062504	0	0	0	0	0	0	0.494930849334964	0	0	0	0	0	0	0.374817202643967
EXOSC5	0.496149507363295	0.922801227388942	0	0	0	0	0	0	0	0	0	0	0	0	0.592670289030017	0	0.271411663408229	0	0	0	0	0	0	0	0	0.473341386383045	0	0	0	0	0	0	0	4.21821362449691	0	0	0	0	0	0	0	0	0	0.456796582959541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538106593061073	0	0	0	0	0.311234403203109	0.460437635528598	0.503584920798391	0	0	0.394736183394969	0	0	0	0	0	0.736625264329803	0	0	0	0.499805703817582	0	0	0	0	0	0.418516375398746	0	0	0	0	0	0	0	0	0.661268698735791	0.290601099828997	0.125047026209925	0	0	0	0.629420363847078	0	0	0	0	0	0.167270687243641	0.205006798841627	0	0	0	0.472289474658249	0	0	0.695277813319306	0	0.051724088018833	0	0	0	0.675869119223771	0	0.529726654215785	0	0	0
FAM120A	0	0	0	0	0	0	0	0	0	0	0	0.234554769226283	0	3.43339110275452	0	0	0.154482136602844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237523150050829	0.414280977242244	0	9.4387337927996	1.6264894991963	0	0	0	0	0	0	0	0	0	0	0	1.13498165612249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285260694393047	0	0	0	0	0	0.312637674902037	0	0	0	0	0	0	1.08496455909282	0	0	0	0	0	0.134424340518809	0	0.0156946247762851	0	0	0	0	0	0	0	0	0.575161893371278	0	0	0	0	0	0	0	0	0	0	0	0.0508064368716129	0	0	0	0	0	0.0198053698535009	0	0	0	0	0.428342699098782	0.532417809646918	0	0	0	0	0	0	0
FASTKD2	0	0	0	0	0	0	0	0.00831282189206058	0.03722348442802	0.0238741751421208	0.206308804576415	0.234554769226283	0	0.256141472161774	0	0.162855639339013	0	0	0	0	0	0	0	0	0	0	0	0	0.478779820635209	0	0	0	0	0	1.80258075825198	9.4387337927996	0	0	0	0	0	0	0	0	0	0	0	0.225416615162994	0	0	0	0	0	0	0	0	0	0.13266133389519	0	0	0.0525243277198514	0	0	0.113250981578263	0.285260694393047	0	0	0	0	0	0	0	0	0	0	0	0	0.486507201039535	0	0	0	0	0	0.134424340518809	0	0.0156946247762851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124387584469145	0	0.259412101797541	0	0.549320293375774	0.565227608022626	0	0.428342699098782	0.141619822223304	0	0	0	0	0	0	0
FKBP4	0	0	0	0	0	0	0	0.00831282189206058	0	0.0461520312604573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.637335587324881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246528025573989	0	0	0	0.00179311000205149	0	0	0	0	0	0	0	0	0.119725526811137	0	0	0	0	0.190533607236538	0	0	0	0	0	0	0	0	0	0	0	0.192419008877802	0	0	0	0	0	0	0	0	0	0.258069026296231	0	0	0	0	0	0	0	0	0	0	0	0	0
FMR1	0.0772750883135062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245981098073396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9442652673376	0	0	1.30851467118497	6.89342515174988	0.2329008346197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0372020881472605	0	0	0	0	0	0	0.0333396920038372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTO	0	0	0	0	0.177074689174573	0	1.11882127168365	0	0.03722348442802	0	0	0	0	0	0	0	0.587672933603866	0	0	0.258638247817366	0	0	0	0	0.0454390435463814	0	0	-0.00365644762096788	0	0.323590877910752	0	0	0	0	0	0	0	0	10.7168176695716	0	0	0.203951275346789	1.40485772121182	0.327233863613209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307690285440565	0	0	0	0	0	0	0	0	0	0	0	0	0.746166367297209	0	0	0	0	0	0.0742290473462373	0	0	0.129240101363554	0	0	0	0.314743596503208	0.00351092299964304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241961804145432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137478493099297	0	0.47333155128801	0.0758286542302702	0	0	0	0	0.0609100459020249	0
FUS	0.189217754532057	0	0	0	0	0.153417986070505	0	0	0	0	0.493842442488888	0	0	1.75055731884299	0	0	0	0	0.266619252324811	0	0	0	0	0	0	0	0	0	0	0	0	0	0.953836039543378	0	0	0	0	0	0	15.462864049765	0	0	0	0.233208952662262	0	0	0	0.116371345321505	0	0	0	0.0618978234785931	0.395804075365537	0	0	0	0	0.333441984981832	0	0	0	0	0	0	0.645082849402163	0	0	0	0	0	0.206486361713366	0	0	0	0	0.410072459043964	-0.0792632360513771	0.0480056940547455	0	0	0	0	0	0.716321424360888	0	0.0727450450961067	0	0	0	0	0	0	0	0	0	0.316588972710129	0.0100715963270965	0	0	0	0	0	0	1.61312272444449	0	0.515045836314393	0.749607260552318	0.00261966742579669	0	0	0.708549787128924	0.257151090771177	0.283856581562946	0	0	0	0	0	0.0623560499249276	0	0	0	0	0	0	0.379397832518362
FXR1	0	0	0	0	0	0	0	0.00831282189206058	0	0	0	0	0	0	0	0.241800985779167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43809824875306	0	0	6.48525477312623	2.368628676619	0	0	0.0817955549125014	0	0	0.298182456886143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219694113571775	0	0	0	0	0	0	0	0	0.196503928816874	0	0	0	0.20889836871551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120095555758373	0	0	0	0	0.0451839996062504	0.0425642232458325	0	0	0	0	0	0	0	0	0	0	0	0	0
FXR2	0	0	0	0	0	0	0.115421125137379	-0.346013609316012	3.54462677915584	-0.327316988636608	0.143560450440543	0	0	0	0	0	-0.267828057716287	0	0	0	0	0	0	0	-0.0545176270704201	0	0	-1.24071875927247	0.110224812898197	0	0	0	0	0	0	0	0	7.09430777362989	0	0	1.68903998023098	54.3233881242601	1.75741950145449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505627093778692	0	0	0	0	0	0	0	0	-0.201199449461559	0	0	0	0	0	0	0	-0.121286098094258	-2.26970616285519	0	1.37826846455367	0	0	-0.232077438897294	0	-0.113051113175979	0	0	0.228815239269804	0	-0.208555324372181	0	-0.70688430836323	0	0	-0.782931129998984	0	0	1.12320045820563	0	0	0	0	0	0	0	0	0	2.46026393279919	0	0	-0.530913541091876	1.23972119100345	0	0	0	0	0	-0.252629344970641	0	0	0	0	0.497383166319846	3.14143992008122	0
G3BP1	-0.36413812056105	0	0	0	0	0	0.0296247504113331	-0.701307725601715	0.924987225908962	-0.568657093397179	0	0	0	0	0	0	0	0	0	0.0532400706932691	0	0	0	0	-0.220560171208245	-0.194223158040646	0	-0.703756418928052	0	0	0	0	0	0	0	0	0	0	0.684345598316984	0	0	1.91925362362987	70.5125549588255	-0.066224806985161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0500551512374887	-0.0655823414314106	0.276457609666941	0	0.375558154230124	0	-0.0852016888831598	-0.0725281838890115	-0.0683700816938436	0	0	-0.443821887626896	0	-0.054389307335549	0	0	0	0	0	-0.101102203017253	-1.33677454752813	0	0.628275809467956	0	0	0	0	-0.0223947092757266	0	0.273629024875272	0	0	-1.39532486627904	0	-0.274677477273278	0	0	-1.34462170679566	0	0	0.0783215726469182	0	0	-0.0107469875084282	0	0	0	0	0	0	0	0	-0.364148421133571	-0.025446693233216	1.33664423762961	0	0	0	0	0	-0.538299198512951	0	0	0	0	0	0.974210739138234	0
GEMIN5	0.75106561697437	1.04665851100397	0	0	0	0	0	0.837360071766393	-0.245468643803857	0.0461520312604573	0	0	0	0	0.284763200147349	0	9.73107768199696	0	1.09163416257022	0.890343601742516	0	0.0386733597558919	0	1.69477953866211	0	0.194223158040646	2.87062046242099	0.126929516813066	0	3.44089953105177	0	0	0.953836039543378	0.183569331056223	0	0	0	0	0	0	0	0	0	37.9703807972641	0	0	0	0.223271602159984	0	0	0	0	0	0	0	0	0	-0.170897867530691	0.899861712695669	0.268641721355004	0	0	0	0.113250981578263	0.222497768275671	0.25995761597751	0.223651166032564	0	0	0.280756262194271	0.946915519869388	0.592019423942995	0	0	0	2.0519409404883	-0.600053789737752	0.127700354928303	0	0.265424705053935	0.0863826020502586	0	0	0	0.0799401925376105	0	0	0.150909201543756	0.400783069111249	0	-0.339765067500456	0	0	0	0.0267158789187155	0.898203836222665	0	0	0	0	0	0.18382343985979	0	0	0	0	0	0	0	0	-0.0575341618584529	-0.244977881333942	-0.0198053698535009	0	0.54945044564416	0	0	0	0.30101892044375	0.0337716224912498	0	0	0.26742802160658	0	0	0
GPKOW	0	0	0	0	0	0	0	0.432046783822049	2.11605696506845	3.04359334560616	0.143560450440543	0	0	0	0	-0.00822918845633996	0	0	0	0	0	0	0	0	-0.218977364365444	0	0	0.380791719394612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.5827173382709	0	0	0.0961573571315857	0	0	0	0	0	0	0	0	0	1.4888947026652	0	0	0	0	0	0	0.194826361274598	0	0	0	0	0	0	-0.217238812979903	0	0	0.36859602551886	0	-0.00616419528710755	-0.0234790878951088	0.0716871303593253	0	0.0460035468593871	0	0	0	0.331007029083298	1.00861073668449	0	0.38099105265202	0.682014533813401	0	0	0	0.272774968095799	0	0	0.0388274654180893	0	0	0	0	0	0	0	0	0	0	0.27855728544066	0.0791991990623099	0.0555011258248871	0	0.524991438092328	1.33958144740202	0.0198053698535009	0	0	0	0	0	0.213865862940198	0	0	0.0521496428224348	0	0.018458280939951	0.414971228576897	0
GRSF1	0	0	0	0	0	0	0	0.00831282189206058	0.03722348442802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71165077932837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327233863613209	0	11.7737107834768	0	0.223271602159984	0	0	0	0	0	0	0	0	0	0	0	0	0.0160573376216832	0	0	0	0	0	0	0	0	0	0.307771072788817	0	0	0	0	0	0	0.0742290473462373	0	0	0	0	0	0	0	0	0	0.113474992099123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137478493099297	0	0.126491556854994	0	0	0	0	0	0.0609100459020249	0
GRWD1	-1.63679425273672	0	0	-0.389864304069072	0	0	0	-0.686653582041812	0.476990326257116	-0.0881375478428276	0	0	0	0	0	0	-0.129751272904142	0	0	0	0	0	0	0	-0.843071573568833	-0.767734906250057	-0.502003838788067	-3.58477133155071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.339913507554673	-0.0817955549125014	0	124.701975647526	-0.0961573571315857	0	0	0.225855862239564	0	0	0.169683716939585	-0.236125938208207	0	0	0	-0.363569457573823	-1.970088990995	0	0	-0.446709272927872	0	0	-2.09526128899944	-1.46226792914601	0	0	-0.970487811453762	0	-0.517344969133437	0	-0.41327584038122	0	-0.64297462550358	3.00850974504804	-0.109083116741975	-1.26984701458365	-0.499805703817582	0.708713010069319	0	0	-0.232077438897294	0	-1.70756961323931	0	-0.941628225520811	0	0	0	0	-2.29091150105817	0	0	-2.75684487884316	-0.0878935861464655	0.357513088160145	0	0	0	-0.116317204224722	0	0	0	0	-0.0225597704882719	-0.00396704356756294	0	0	-0.133271012515181	-0.0451839996062504	6.50402245208615	0	-0.601099640296108	-0.114247908922913	0	0	-1.97348877432704	0	0	0	-0.415819517074488	4.42299643665876	1.42969915286228	-0.0495711332871843
GTF2F1	0	0	0	0.00184749878227478	0	0	0	0.0204511287198665	-0.03722348442802	0.00115564481871699	0	0	0	1.14984344163964	0	0.371546667385428	0.723175840650946	0	0	0	0	0	0	0	-0.0603686676698897	0	0.377029135549793	0.0291558521695698	0	0	0	0	0	0	0.916194934671193	0.0215729198061104	0	0	0	0.0446455820837999	0	0	0	0.413350775043416	0.0817955549125014	0	0	26.6882008032744	0	0	0	0	0.271705518966587	0	0.570844378817057	0	0	0	0	0	0	0	0	0	1.38409360951891	0	0	0	0	0	0.0214875504015709	0.264727123575127	0	0.356857462446143	1.95212800906474	0	0	8.287704168753	0	0	0	0	0	2.88700702803068	0.0799401925376105	0	0	0.378673726687087	0	0	0	1.11403005116115	0	0	0.94330235557204	0	0	0	0	0	0	0	0	0	0	0.360640587233734	0.0225597704882719	0	0	0	0	0	0.258069026296231	0	0	0	0	0.128727705477717	1.49123605445649	0	0	0	0	0	0	0
HLTF	0	0	0	0	0	0	0	-0.00831282189206058	2.58601833562193	0	0	0	0	0	0	0	0	0	0	0	0	0.215413651357544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3040761388166	0	0	0.0618978234785931	0	0	0	0	0	0	0	0	0	0	0	0	0.229082489236109	0	0	0	0	0	0	0	0	0.175359161616997	0	0	0.0541764846428408	0.0518719754570268	0	0	0.687423216086573	0	0	0.0638493172474554	0	0	0	0	0	0	0	0	-0.546547833527536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206219606276605	0	0	0	0.37421982435214	0	0	0	0	0	0	0	0	0.0521496428224348	0	1.73816696600935	0.460407138897154	0
