AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FKBP4BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	ILF3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B1BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TBRG4BF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
HNRNPC	0	0	0	0	0	0	0	0.00831282189206058	0	0.0461520312604573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247346242329443	0	0	0	0	0.60262314845815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179311000205149	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190533607236538	0	0	0	0	0.463992725341311	0	0	0	0	0	0	0	0	0	0	0.334176316324662	0	0	0	0.355941601763587	0.244977881333942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPK	0	0	0	0	0	0.111770857719392	0	0.0838648093630791	0	0	0	0	0	0	0	0	0	0	0	0.101831187000114	4.34214460542251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809026839505321	0	0	0	22.3044474631477	0	0	0	0	0	1.85558345736201	0	0.116915749844883	0	0	0.00748152940978881	0	0	0	0	0	0	0	0	0	0	0	1.74194216626156	5.87607682149875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104261604491848	0	0	0	0	0.135600281761519	0	0	0	0.493757414450182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPM	0	0	0	0	0	0	0	0	0	0.0493749886465413	0	0	0	0.229969832868131	0	0.0242754986394571	0.0626509538697268	0	0.315190813005879	0	0	0	0	0	0.207731515543038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316207549475579	0	0	0	0	0	0	0	0	0.0709971436493775	0	0	13.9342943680948	0	0	0	0	0	0	0	0	0.0029899770840498	0	0	0	0.229082489236109	0	0	0	0	0	0	0	0	0.175359161616997	0	0	0	0.0518719754570268	0	0	0	0	0	0.831817269195298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372979091299358	0	0	0	0	0	0	0	0.206219606276605	0	0.088517766206022	0	0	0	0	0	0.00786031785636864	0.351121747398843	0	0	0	0.0521496428224348	0	0	0	0.434776613795152
HNRNPUL1	1.11517341339127	0	0.321997452245751	0	0	0	0	0	0	0	0	0	0	0.332343464207088	0	0	0	0	0	0	0	0	0	0	0.507325211920482	2.38863482734461	0	-0.06776213349112	0	0	0	0	0	0	0	0	0	0	0	0.395586253680789	0	0	0	0	0	0	0	0.298182456886143	0	0	0	0	5.68945767974699	0	0	0	0	0	0	1.50567722789852	0	0	0	0	0.297835459771369	0.409678572222363	2.49887533313521	0	0	1.93943108309207	0	0	0	0	0	0	0	0.109083116741975	0	1.45419713823175	0	0	0	0.196503928816874	0	0	0	0	0.488778693637821	0	0	0	0	0.396166998219426	0	0.704120869448768	0	0	0	0	0	0.393687220719302	0.0796304780412646	0	0	0.739568874339017	0	0	0.380022215958719	0	0.173858180721924	0	0	0	0.617063775928154	0	0	0.430873351579849	0	0	0	0	1.45979698308641	0	0	0
IGF2BP1	0	0	0	0	0	0	0	-0.714905491977499	0	-0.98377084056843	0	0	0	0	0	-0.00822918845633996	0	0	0	0	0	0	0	0	-0.233411752554659	0	0.0797862374070221	-1.18441022765651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203334729430365	0	0	0	0	0	0	41.7579970334063	2.10295010712339	7.59654869774771	0	0	0	0	0	0.147243517213741	0.198699346613629	0	0	0	0	0.148138420025198	0	0	0	0.40606511902602	0	0	0	0	-0.608086167125619	-0.0518719754570268	-0.915526132131985	0	0.129240101363554	0	0	-0.0638493172474554	0	-0.113051113175979	0	0	0	0.700090603832024	0	0	-0.627151792956282	0	0	0	0.0620214992068014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.511829695460763	-0.510076928438819	0	0	0	0	0	0	0.401267301731713	0	0	0	-0.0325332764855778	1.0288491983663	0
IGF2BP2	0	0	0	0	0	0	0	-0.00831282189206058	-0.03722348442802	-0.0461520312604573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.158416440926044	0	0	-0.504418426796249	0.204515464510362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407292492932784	0	0	-0.360390566089208	0.298182456886143	0	0	0	0	0	2.11750768501996	35.4127852666411	1.94195630690381	0	0	0.314209200099276	0	0	0	0.268008429141853	0	0	0	0	0	0.208734046698342	0	0	0.517344969133437	0	1.84921639199032	0.933606295016336	0	-0.0855771640751275	0.0518719754570268	-0.962822436791583	0	0.176827765856339	0	0	0	0	0	0	0.316364797700102	0.0424706853333225	1.4552549887365	-0.190533607236538	1.11403005116115	-0.782771659499289	0	0	-0.290601099828997	0.125047026209925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.261252405517719	0	0	0	0	0	0.100189292901765	0	0	0	0	-0.0325332764855778	0.0426426938843037	0
IGF2BP3	0	0	0	0	0	0	0	-0.13618911235684	0	-0.0493749886465413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.136603212707646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66783362760063	2.10295010712339	19.4662761216853	0	0.752433825989304	0	0	0	0.0519924589027854	0	0	0	0	0	0	0	0	0	0.111521467221593	0	0.122214745310317	0	0	0	0	-0.659939972704697	0	0.582867249450634	0	0	0.0561448848851105	0	0	0	0	0	1.13773229671781	0	0	0	0	0	0	0.0100715963270965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401267301731713	0	0	0	0	1.5146317283792	0
ILF3	0	0	0	0	0	0	0	0.00831282189206058	0	0.0557160344288003	0	0	0	0	0	0	0	0	0	0	2.52232146261853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02023054126524	0	0	0	0	0	2.77852249141315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36859602551886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357756629911209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051724088018833	0	0	0	0	0	0	0	0	0
KHSRP	0	0	0	-0.116102444183906	0	0	0	0	1.3254358814751	-1.45075918308237	0.143560450440543	0	0	-0.0161058918943363	0	-0.365531640586222	-1.57897889657919	0	0	0	0	0	0	0	-2.16378151037576	0.0441459780866344	-0.133820034708382	-2.98713482453123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.456796582959541	0.247346242329443	0	0	-0.0204955597785818	0	0	0	0	0	0	0	0.384175114097553	0	98.6399980752674	-0.307690285440565	0.228219872331556	0.276457609666941	-0.0519924589027854	0	0	-0.285260694393047	0.228701758331898	0	0	0	0	0	0	-0.246528025573989	-0.266540997265699	0	-0.0440989346880612	-2.66572302564477	-1.5498932746651	-0.581146449441237	0	-0.298788223864603	0	0.0734466788783913	-1.00603101316557	0	0.0223947092757266	0	0	0	0	-0.652577149929965	0	-2.98442719005921	0	0	-0.535299695113801	0	0	0.0783215726469182	0	0	0	0	0	0	0	1.09989188003313	0.259014644281542	0	0	1.13831322654814	4.00803141973262	-1.01726686642219	0	0	0.0189455587968649	0	0	-0.86818818133698	0	0	0	0.0849607833125635	0	0.0589738165430178	0
LARP4	0	0	0	0	0	0	2.12342757614116	-0.00831282189206058	0	-0.0493749886465413	0.143560450440543	0	0	0	0	0	3.53483019142005	0	0.058912551764975	2.98351410373398	0	0.641467612938533	0	0	0	0.0786707051520047	0	-0.151245139306558	0.110224812898197	0.390881094791045	0	0	0	0	0	0	0	0	0	0	0	0	0.111177688003346	0.662864004807612	0	0	0	0	0	0	0	0	0	0	0.236125938208207	0	0	0	45.8256594572468	0.187905799865614	0.16790645601464	0.00748152940978881	1.53631053597608	0	1.2401945427992	0	0.135603620481526	0	0.0831473271209238	0.0656744845856916	0	13.3324283237407	0	1.7143080683643	0.36859602551886	0.463537601538071	0	0	-0.131084419221542	0.187185643212413	0.0460035468593871	0	0	-0.232077438897294	0	0	0	7.2334610428349	0	0.572869370787642	0	0	-0.236983859849213	0	0	0	0.992828350613026	0	0	0	0	3.44609601118642	0	0	0	0.739568874339017	0	0	0	0	0	-0.448756806114228	-0.0198053698535009	0	0.423220197025714	1.26976511410744	0	0.598566463420969	0	2.73530683216232	0	0	0	-0.574814357826263	0	0.523532073258526
LARP7	12.4185091738676	1.61658668663899	0.0692961329820179	0	0	0	0	0.1691351898038	0	0	0.131138168465421	0	0	0	0.403854146433287	0	0	0	0.245981098073396	0	0	0.15342882572342	0	0	0.520007346098156	12.6039306188867	0.199141064881338	0	0.253066825421043	0	0	0	0	0.270916179638861	0	0	0	0	0	0	0	0	0	0.502744598571513	0	0	-0.0145834798729804	0	0	0	0	0	1.34278481828515	0	0	0	0	1.4888947026652	0.499251708974411	16.413060850098	0	0	0	0	0.194826361274598	12.4337089716085	14.6169836981873	0	0.250549924238824	12.8353866001209	0	0.822230656736203	0	0	0	3.84881203629589	0	0	0.0842563548917323	8.04403587128561	0	0	0.03906252458968	0	0	0	0	0	2.44778539455755	0.330881610213196	0	0	0	0.310519377353379	0	4.97878611815854	0	0	0	0	0.759204634793697	2.10415139161618	0	0	0	1.18999897060678	0	0	0.547636523078933	0	0	0	-0.0425642232458325	0	6.64597500332869	1.96085873820594	0	0.598566463420969	0	0	0	0	11.8759208293251	0	0	0.960637133071985
LIN28B	-0.36413812056105	0	0	0	0	0	0	-1.48238687641372	0	-2.22239392358079	0	0	0	0	0	-0.80126248440044	0	0	0	0	0	0	0	0	-0.137523350727393	-0.426356844613708	-0.0293976132751605	-1.23535114367138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618626519370561	0.269589900918422	-0.309130161480453	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330247474364493	0	0	96.2975812808996	0	0	0	-0.229082489236109	0	0	0	0	-0.137084324940275	0	0.159593768268464	0	-0.175359161616997	0	0	-0.566489737092136	-0.488118698702937	-2.47978346593954	0	0.0460035468593871	0	0	-1.07358140076649	0	-0.418516375398746	-0.0529086662871263	0	0	0	-0.43121362611618	0	-1.69724021274452	0	0	-0.357756629911209	-0.00970175492652298	0	0	0	0	0	0	0	0	0	-0.42775602628211	-0.259014644281542	0	0	-0.133271012515181	-0.622193244066094	0	0	0	0	0	0.00996845920412567	-0.566165992315516	0	0	0	-0.147069005091507	-0.497383166319846	0.223660752183868	0
LSM11	0	0	0	0	0	0	0.115421125137379	0	0	0	0	0	0	0.192360487389665	0	0	0	0	0	0.722373423607817	0	0.00210026809909413	0	0	0	0	0	0	0	0	0	0	0.346019755466152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200689855703787	0	0	0	0	0.116915749844883	0	0	45.8341335162902	0.695251806340715	0	0	0	0	0	0	-0.0742834051468292	0.791055328551922	0.438248894592694	4.04933149413615	0	0	0.0531804862923527	0	0.0234790878951088	0	0	0.0460035468593871	0	0	0	0	-0.418516375398746	0.0529086662871263	0	0	0.0492456084430756	0.204420692327585	0	0	0	0	0.361352407861311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194999488679748	-0.0725665999031476	0	0	0	0	0	0	0.614697383260865	0	0	0.0521496428224348	0	0	0.253951730068484	0.077287559176688
METAP2	0	0	0	0	0	0	0	-0.0838648093630791	-0.476990326257116	-0.568657093397179	0	0	0	0.166681037265411	0	0	0	0	0.0559330349502725	0	0	0	0	0	-0.0545176270704201	0	0	-0.13978599915556	0	0	0	0	0.291514457222355	0	0	0	0	0	0	0	0	0	0.314685176313777	0	0	0	-0.265512973694301	0	0	0	0	0	0	0.169683716939585	0.236125938208207	0	0	0	1.41369708789157	0	0.0029899770840498	0.241530284507734	53.1501939977185	0.030265303047583	0.194826361274598	0	0	0	0	0	0.733945654145119	1.86610471328466	0	0.356857462446143	0	0	-0.158423222577108	-0.0234790878951088	-0.124385797826652	0	0.0460035468593871	0	0	0	0	-0.113051113175979	0	1.04501943669735	0	0.572869370787642	0	0	0	0	0	0.0388274654180893	0.00970175492652298	0	0	0	0	0.104261604491848	0	0	0	0	-0.166627727535662	0	0	0	-0.116806911760909	-1.20674155308386	0	1.14637207423174	0	0	0	0	0.125701942574308	3.26919424452271	0	0	0	-0.574814357826263	0	0
MTPAP	0.0979836373213658	0	0	0	0	0.111770857719392	0	0.00831282189206058	0	0.0493749886465413	0.303406210568795	0	0	0	0	0.188517744247216	0	0	0.245981098073396	0	0	0.15342882572342	0	0	0	0	0	0.0187477632425063	0	0	0	0	0.762736427269663	0	0	0.0515458369833615	0	0	0	0	0	0	0	0.477934861937378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446709272927872	22.2552752596003	0.18709581446364	0	0	0	0	0	0.100082201740286	0	0	0	0	0	0	0	0	0.164133850843884	0	0	0	0.831817269195298	0	0	0	0	0.109757615760909	0	0	0	0.359254326438855	0	0	0.168497942937412	0	0	0	0	0	0	0	0	0	0	0.458261075055301	0	0.0497122584010825	0	0	0	0.284717788471994	0	0.23876617293296	0.280821859090177	0	0	0	0	0	0	0	0.542693056257558	0.200597062629828	0
NCBP2	1.73351881396937	0	0	0	0	0	0	0.00831282189206058	-0.245468643803857	0	0	0	0	0.241812963664632	0	0	5.27971235903234	0	0.113465615015268	0	0	0.0386733597558919	0	0	0	0	0.0463948382729587	-0.122970901660561	0.171344682679167	0	0	0	0	0.183569331056223	0	0	0	0	0	0.396983409560154	0	0	0	0.251371997476586	0	0	0	1.29492279258817	0	0	0	0	0.168569158742147	0	0	0	0	-0.170897867530691	1.39966471966993	0	0	0	0.127977423153021	0	38.8838807053283	0	0.230675882357602	0	0	0.582635735386638	0	0.609535936401581	0	0	0	0.085174105165377	-0.0855771640751275	2.36737459540661	-0.147965154143713	0.271556462744369	0	0	0	0.0632991236078512	0.0799401925376105	0	0	0	0	0.11735970644424	0	0	0	0	0.688386920153039	0	0	0	0	0	0	0	0.192419008877802	0	0	0.83424780661683	0	0.00261966742579669	0	0	0.133271012515181	0	0	0	0.00183844902804817	0.0582273132343666	0	0	0.306280377142132	0	0.00550942205676857	0	0	0	0	0.146339770816381
NIP7	13.4603853551746	2.40966084016764	0.0692961329820179	0	0	0	0	0.346013609316012	0	0.0461520312604573	0.0901666887933642	0	0	0	0.403854146433287	0	0	0	0.245981098073396	0	0	0.149870579465471	0	0	0.158416440926044	10.8468056314116	0.157107378874806	0	0	0	0	0	0	0.248106317924079	0	0	0	0	0	0	0	0	0	0.456796582959541	0	0	-0.0745097138655955	0	0	0	0	0	0.271705518966587	0	0	0	0	1.21069289285954	0.0676192308168519	12.0047287610784	0	0	0	0	0	20.1094198112525	11.4829838415209	0	0.250549924238824	13.8226169303831	0	0.671165677628415	0	0.378166120394271	0	2.82325181546346	0	0	0	7.4420815553299	0	0	0.03906252458968	0	0	0.0748991778929699	0	0	1.42543270153715	0	0	0	0.00768499101466918	0.310519377353379	0	6.24152192628353	0	0	0	0	0.759204634793697	4.25162527607993	0	0	0	0.400938919365738	0.749607260552318	0.572839467184866	0.446774679199392	0	0	0	-0.162156095168007	0	2.91291376799252	1.07746225346064	0	0.155068622143705	0.706166238940032	0	0	0	10.0476100556356	0	0	0.33098023481066
NIPBL	13.1077766454931	1.40819863474127	0.0692961329820179	0.0194761637578206	0	0	0	0.239442053169598	0	0	0.0819918971190933	0	0	0	0.403854146433287	0	0	0	0.24120808715664	0	0	0.145753860784101	0	0	0.310020009599568	12.6039306188867	0.1460724206481	0	0.204515464510362	0	0	0	0	0.248106317924079	0	0	0	0	0	0	0	0	0	0.418625545573226	0	0	0	0	0	0	0	0	2.10219977407932	0	0	0	0	0.742619847238699	0.363569457573823	13.8858255861325	0	0	0	0	0.305052182821423	11.2472670102765	21.7206306483515	0	0.250549924238824	16.479526833655	0	1.06519017176304	0	0	0	3.67150728902663	0	0	0.0315927814912712	10.5426682189047	0.00628250984219834	0	0.03906252458968	0	0	0	0	0	2.16627359772156	0.257854286972935	0	0	0	0.310519377353379	0	5.94326873859381	0	0	0	0	0.759204634793697	1.6984816651805	0	0	0	1.11700309091519	0	0	0.429990919429723	0	0	0	-0.152722924431697	0	6.04348587369621	1.06202285976852	0	0.506703374456965	0	0	0	0	13.0396240905807	0	0	0.8399409728555
NKRF	0	0	0	0	0	0	0	-0.00831282189206058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331704781015765	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24962304975948	0	0	0	0	0	0	0	0	0	0.121286098094258	-0.0416531041672693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051724088018833	0	0	0	0	0	0	0	0	0
NOL12	0.496149507363295	0	0	0	0	0	0	0.00831282189206058	0	0.0493749886465413	0.285212718958853	0	0	0	0	0.0154067080617971	0	0	0.48350626594058	0	0	0.272543873599913	0	0	0.158416440926044	0.473341386383045	0.377029135549793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428352128057324	0	0	0	0.430793496439638	0.538106593061073	0	0	0	0	0	0.460437635528598	0.503584920798391	0	3.97058236248355	0.394736183394969	0	0.40606511902602	0	0.378166120394271	0	0.736625264329803	0	0.121286098094258	0	0.499805703817582	0	0	0	0	0	0	0	0.273629024875272	1.62018899865461	0	0	0	0	0	0	0.290601099828997	0.125047026209925	0	0	0	0	0	0	0	0	0.755670604337013	0	0	0	0	0	0	0	0	0.695277813319306	0.713026818988035	0	0.433977384307979	0	0	0	0	0.529726654215785	0	0	0.565206078354127
NOLC1	19.2580630719963	1.85645159709171	0	0.305230033811508	0	0	0	1.11814195586674	-0.03722348442802	0.0461520312604573	0.285212718958853	0	0	0	0.219024739673979	-0.0915975082477273	-0.154482136602844	0	0.058912551764975	0	0	0.00210026809909413	0	0	0.507325211920482	17.701989735652	0	0	0.110224812898197	0	0	0	0	0.131973424334988	0	0	0	0	0	0	0	0	0	0.413350775043416	0	0	0	0	0	0	0	0	1.48023474519144	0	0	0	0	0.241680024405265	0.3271155523075	11.6204765802621	0	0	0	0	0.736357318200086	12.8599326961891	15.5551008193391	0	0.0831473271209238	38.1860818304413	0	1.47997585517047	0	0.110748238820307	0	2.52193392513958	0	0	0.0842563548917323	10.5426682189047	0	0	0	-0.232077438897294	0	0	0.0529086662871263	0	1.32039682447975	1.13773229671781	0	0	0	0.201001374956726	0	9.34906504579698	0	0	0	0	0.531569050943839	4.02477742757394	0	0	0	0.739568874339017	0.334176316324662	0.115554614136622	0.073717962444544	0	0.116806911760909	0	-1.11558113605404	0	4.34830301439045	1.26976511410744	0	0.37454954584158	0.315089001467402	0.0967781024407452	0	0	11.8759208293251	-0.439866539396985	0	0.523532073258526
NONO	0.601562107478267	0	0	0	0	0	0	0.00831282189206058	0	-0.0662901974478026	0	0	0	2.6367598032301	0	0	0.307272994784217	0	0.953389136799569	0	0	0	0	0	0	0	0.199141064881338	0	0	0	0	0.161458635377469	5.9710681174012	0	0.213871333224959	0	0	0	0	0.222018821541922	0	0	0	1.25282930073761	0	0	0	0.0961573571315857	0	0	0	0	0	0.169683716939585	0	0	0	0	0	0	0	0.76421588936947	1.14962733876605	0.0162418104601668	0.194826361274598	0	0	0	0	0	17.2121391014747	0.110489046025255	0	0	0	0.369847003743317	0	0.0234790878951088	0	0	0	0	0	0.232077438897294	0.376508407279125	0	0	0	0	0.373848556779671	0	0	0.105834245582609	0	0	2.0856646522562	0	0.0581957678767886	0.113612574546576	0	0	0.116317204224722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37704410648527	0	0	0	0	0	0	0.379151088576889
PABPC4	0.586716093406982	0	0	0	0	0	2.29347741798797	0	0	-0.0493749886465413	0.0901666887933642	0	0	0	0	-0.899179521954002	1.7083915795417	0	0	4.07321427618126	0	3.9344166425106	0	0	0.158416440926044	0.437153183872248	0.160081327725094	-0.0187477632425063	0	0.689959510995618	0	0	0	0	0	0	0	0	0.0423191600426049	0	0	0	0	0.456796582959541	0	0	0	0.0204955597785818	0	0	0	0	0	0.395550213528664	0.527452526867513	0	0	0.244755060123055	13.6617743121276	0.304242184144411	0.276457609666941	0.219610290331931	2.16958914758226	0	0.394290944993239	0.288939176615368	0.51781082823747	0	0	0.984343284530238	0	54.6900519853569	0	0.41327584038122	0	0	0	0.0518719754570268	0	0.0783547896784189	0.0995402104987324	0	0	-0.43937985848104	0.0659733748288797	0	0	3.99165233510945	0	0	0	0.5707591617988	0	0	0	0.0225957490386029	0.0508485145203519	0	0.0943821429609389	0	0	3.90740256166264	0	0	0	0.018002721951301	0	-0.00396704356756294	0	0	-0.222217171063725	-1.03982521157237	-0.27605376100952	0	0	0	0	0	0.261462485593751	1.00256198875783	0	0	0.709514981385862	-0.39341085499319	0.295321559343375	0
PABPN1	-0.506803782100178	0	0	0	0	0	0	-0.818917472808277	0	-0.327316988636608	0	0	0	0	0	0	-0.608474679367616	0	0	0.273131777745393	0	0	0	0	0.122845695785112	-0.194223158040646	0	-0.941895922917509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0817955549125014	0	0	0	0	0	0	0	0	0	0	0	0	-0.754079239864279	0	-0.0655823414314106	0	2.56088847491635	0	0	-0.0852016888831598	-0.0714928078154809	-0.0683700816938436	0	0	-0.582635735386638	0	0	75.2792715561596	0	0	0	1.03937352937717	-0.121286098094258	-0.429802405871085	-0.0703077087251782	0.00189682172257575	0	0	-0.0632991236078512	-0.331007029083298	0	0	0	0	0	0	0	-1.41189972750156	0	0	-0.357756629911209	0	0	0	0	0	-0.0107469875084282	0	0	0	0	0	0	0	0	0	-1.29116503682455	0	0	0	0	0	0	0	0	0	0	-0.0453444227262659	0	0	0
PCBP1	0.156295620287283	0	0	0	0	0	0	0.0123930846291637	-0.245468643803857	0.00156618909029571	0	0	0	0	0	0	0.700405229138722	0	0	0	0.688524995316095	0	0	0	0	0	0.350912138309383	0	0	0.390881094791045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0203334729430365	0.223271602159984	0	0	2.02023054126524	0	0	0	2.58898667713918	0	0	-0.170897867530691	1.902407601919	0	0	0	0.446709272927872	0	0.0164223897527026	0.267291925995795	0	0	0.15566507063106	0	0	0.609535936401581	0	39.1018706304567	3.9721607605812	0	-0.0855771640751275	0.0480056940547455	0	0	0	0	0	0.0632991236078512	0	0.129533886476822	0	1.63187705778859	0	0.642714160507634	0	0.954107232633389	0	0	0	0	0	0	0	0	0	0.629173022432885	0	0	0	0	0	0.205006798841627	0	0	0	0	0	0	0	0	0	0	0.306280377142132	0	0	0	0	0	0	0
PCBP2	-0.00628634964518014	0	0	0	0	0	0	0.00831282189206058	0	0	0	0	0	0	0	0.00160327290603333	0	0	0	0	2.16882011196322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178432455522638	0	0	1.3937424500457	0	0	5.89738846614313	0	0	0	1.28189632989222	0	0	0	0.626456381483214	0	0	0.14731711895657	0	0	0.0552071297893649	0	0	0	0	0	0	0	0	3.32720748248745	35.8893994028042	0	-1.23632464063512	0	0	0	0	0	0	0	0	0	0	0.00916695525863152	0	0.700090603832024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194999488679748	0.448756806114228	-0.0521332809667083	0	0	0	0	0	0	0.0758286542302702	0	0	0	0	0	0
PHF6	3.41449822639491	1.98455873496842	0	0	0	0.200495195309225	0	0.00831282189206058	0	0.0040010415883959	0.143560450440543	0	0	0.229969832868131	0.46407203010035	0.314042174927054	0	0	1.09163416257022	0	0	0.229577255405716	1.69055830114435	0	0.0158449616042953	3.8868676236502	0.841858715794132	0.0291558521695698	0.478779820635209	0	0	0	1.12023584289094	0.345830950847406	0	0	0	0	0	0.335591092662268	0	0	0	2.67825298590934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89810147588133	4.37797215152981	0	0.129086766583179	0	0	0.235823177408827	3.05762387386549	4.12021938797139	0	0.32012805444612	3.19395663214691	0.304345709255884	0.212352666812963	0	0	0	9.61854946924006	0	0	0	4.46659576717917	0.126845805757605	0	0	0.43937985848104	0	0	0	0	1.18297969267462	0.518375599400543	0	0	0	0	0.508761028110645	3.5653705353341	0	0	0	0	0.387642635160164	0	0	0	0	1.63142640600092	0	0	0.223588720991815	0.0677816443066109	0	0	0	0	4.02332762685016	1.61169636109115	0	0.37454954584158	0.115811356416523	0	0	0	3.21855324930356	0	0	1.39876696629393
